name,git,cloned
Feather,https://github.com/0xBaca/FeatherEditor,False
swordfish-rs,https://github.com/vim-zz/swordfish-rs,False
GitUI,https://github.com/extrawurst/gitui,False
as-tree,https://github.com/jez/as-tree,False
mkdesk,https://gitlab.com/mr-draxs/mkdesk,False
t,https://github.com/sjl/t,False
topydo,https://github.com/topydo/topydo,False
Ultralist,https://github.com/ultralist/ultralist,False
devtodo,https://github.com/droundy/goopt,False
cream,https://git.z3bra.org/cream/files.html,False
remint,https://sr.ht/~mlaparie/remint/,False
tmpmail,https://github.com/sdushantha/tmpmail,False
meli,https://git.meli.delivery/meli/meli,False
Flapioca,https://github.com/kbrgl/flapioca,False
kboard,https://github.com/CamiloGarciaLaRotta/kboard,False
mandelbrot-cli,https://github.com/MicheleFiladelfia/mandelbrot-cli,False
Noted,https://github.com/torbratsberg/noted,False
Wishlist,https://github.com/charmbracelet/wishlist,False
termdbms,https://github.com/mathaou/termdbms,False
Slides,https://github.com/maaslalani/slides,False
tz,https://github.com/oz/tz,False
tran,https://github.com/abdfnx/tran,False
Redis Viewer,https://github.com/SaltFishPr/redis-viewer,False
csvtk,https://github.com/shenwei356/csvtk/,False
ehh,https://github.com/lennardv2/ehh,False
Lakshmi,https://github.com/sarvjeets/lakshmi,False
pypi-command-line,https://github.com/wasi-master/pypi-command-line,False
Minisign,https://github.com/jedisct1/minisign,False
gitsummary,https://github.com/glenreesor/gitsummary,False
cotp,https://github.com/replydev/cotp,False
topalias,https://github.com/CSRedRat/topalias,False
Kool,https://github.com/kool-dev/kool,False
Optic,https://github.com/opticdev/optic,False
speki,https://github.com/tbs1996/speki,False
sake,https://github.com/alajmo/sake,False
shcopy,https://github.com/aymanbagabas/shcopy,False
passfzf,https://git.sr.ht/~mlaparie/passfzf,False
Nextcloud share URL downloader,https://github.com/aertslab/nextcloud_share_url_downloader,False
pcopy,https://github.com/binwiederhier/pcopy,False
GoCatGo,https://github.com/vaaleyard/gocatgo,False
NestedTextTo,https://github.com/AndydeCleyre/nestedtextto,False
matrix-webcam,https://github.com/joschuck/matrix-webcam,False
mprocs,https://github.com/pvolok/mprocs,False
procmux,https://github.com/napisani/procmux,False
sharing,https://github.com/parvardegr/sharing,False
mazter,https://github.com/Canop/mazter,False
Tempren,https://github.com/idle-code/tempren,False
rcz,https://github.com/Cassin01/rcz,False
git-cz,https://github.com/streamich/git-cz,False
jot,https://github.com/araekiel/jot,False
ROAPI,https://github.com/roapi/roapi,False
git-secret,https://github.com/sobolevn/git-secret,False
gita,https://github.com/nosarthur/gita,False
anonymine,https://gitlab.com/oskog97/anonymine/,False
greed,https://gitlab.com/esr/greed,False
Mxflow-cli,https://github.com/metaory/mxflow-cli,False
vhs,https://github.com/charmbracelet/vhs,False
checksum.sh,https://github.com/gavinuhma/checksum.sh,False
crudini,https://github.com/pixelb/crudini,False
GTT - Google Translate TUI,https://github.com/eeeXun/GTT,False
Image Steganography Tool,https://github.com/7thSamurai/steganography,False
bbl,https://github.com/nehemiaharchives/bbl,False
gof-rs,https://github.com/omagdy7/gof-rs,False
MyTimer,https://github.com/sepandhaghighi/mytimer,False
No More Secrets,https://github.com/bartobri/no-more-secrets,False
asdf,https://github.com/asdf-vm/asdf,False
Cat9,https://github.com/letoram/cat9,False
speedread,https://github.com/pasky/speedread,False
pockyt,https://github.com/arvindch/pockyt,False
Newsboat,https://github.com/newsboat/newsboat,False
medium-cli,https://github.com/djadmin/medium-cli,False
bible,https://github.com/BibleJS/BibleApp,False
moviemon,https://github.com/iCHAIT/moviemon,False
legit,https://github.com/captainsafia/legit,False
oji,https://github.com/xxczaki/oji,False
hget,https://github.com/bevacqua/hget,False
alex,https://github.com/wooorm/alex,False
HASHA CLI,https://github.com/sindresorhus/hasha-cli,False
gzip-size-cli,https://github.com/sindresorhus/gzip-size-cli,False
kill-tabs,https://github.com/sindresorhus/kill-tabs,False
leven-cli,https://github.com/sindresorhus/leven-cli,False
to-single-quotes,https://github.com/sindresorhus/to-single-quotes-cli,False
to-double-quotes,https://github.com/sindresorhus/to-double-quotes-cli,False
detect-indent-cli,https://github.com/sindresorhus/detect-indent-cli,False
fullname-cli,https://github.com/sindresorhus/fullname-cli,False
gifgen,https://github.com/lukechilds/gifgen,False
gifsicle,https://github.com/kohler/gifsicle,False
SnowFS,https://github.com/snowtrack/snowfs,False
readme-md-generator,https://github.com/kefranabg/readme-md-generator,False
StegCloak,https://github.com/kurolabs/stegcloak,False
fff,https://github.com/dylanaraps/fff,False
mosh,https://github.com/mobile-shell/mosh,False
vdirsyncer,https://github.com/pimutils/vdirsyncer,False
moeda,https://github.com/thompsonemerson/moeda,False
crawley,https://github.com/s0rg/crawley,False
mdlt,https://github.com/metadelta/mdlt,False
serve,https://github.com/zeit/serve,False
mklicense,https://github.com/cezaraugusto/mklicense,False
surge,https://github.com/sintaxi/surge,False
s3cmd,https://github.com/s3tools/s3cmd,False
flog,https://github.com/mingrammer/flog,False
PingMe,https://github.com/kha7iq/pingme,False
release-it,https://github.com/webpro/release-it,False
clog,https://github.com/clog-tool/clog-cli,False
Cookiecutter,https://github.com/audreyr/cookiecutter,False
kirc,https://github.com/mcpcpc/kirc,False
cgasm,https://github.com/bnagy/cgasm,False
is-up-cli,https://github.com/sindresorhus/is-up-cli,False
pageres-cli,https://github.com/sindresorhus/pageres-cli,False
deviceframe,https://github.com/c0bra/deviceframe,False
add-gitignore,https://github.com/TejasQ/add-gitignore,False
Timetrap,https://github.com/samg/timetrap,False
Timewarrior,https://github.com/GothenburgBitFactory/timewarrior,False
MapSCII,https://github.com/rastapasta/mapscii,False
idea,https://github.com/IonicaBizau/idea,False
td-cli,https://github.com/darrikonn/td-cli,False
utt,https://github.com/larose/utt,False
active-win-cli,https://github.com/sindresorhus/active-win-cli,False
boilr,https://github.com/tmrts/boilr,False
DocToc,https://github.com/thlorenz/doctoc,False
xiringuito,https://github.com/ivanilves/xiringuito,False
acmetool,https://github.com/hlandau/acme,False
weather-cli,https://github.com/riyadhalnur/weather-cli,False
howdoi,https://github.com/gleitz/howdoi,False
The Fuck,https://github.com/nvbn/thefuck,False
tldr,https://github.com/tldr-pages/tldr,False
ramda-cli,https://github.com/raine/ramda-cli,False
jp,https://github.com/therealklanni/jp,False
vj,https://github.com/busyloop/vj,False
rename-cli,https://github.com/jhotmann/node-rename-cli,False
diskonaut,https://github.com/imsnif/diskonaut,False
unix-permissions,https://github.com/ehmicky/unix-permissions,False
entr,https://github.com/eradman/entr,False
organize-cli,https://github.com/ManrajGrover/organize-cli,False
tre,https://github.com/dduan/tre,False
autojump,https://github.com/wting/autojump,False
pm,https://github.com/Angelmmiguel/pm,False
git commander,https://github.com/golbin/git-commander,False
gitlab-cli,https://github.com/vishwanatharondekar/gitlab-cli,False
semantic-git-commit-cli,https://github.com/JPeer264/node-semantic-git-commit-cli,False
git-all-branches,https://github.com/zacanger/git-all-branches,False
SVGO,https://github.com/svg/svgo,False
Korkut,https://github.com/oguzhaninan/korkut,False
pipes.sh,https://github.com/pipeseroni/pipes.sh,False
Bitwise,https://github.com/mellowcandle/bitwise,False
rebound,https://github.com/shobrook/rebound,False
ffscreencast,https://github.com/cytopia/ffscreencast,False
Moro,https://github.com/omidfi/moro,False
Grip,https://github.com/joeyespo/grip,False
z,https://github.com/rupa/z,False
z.lua,https://github.com/skywind3000/z.lua,False
fz,https://github.com/changyuheng/fz,False
happyfinder,https://github.com/hugows/hf,False
Awesome Finder,https://github.com/mingrammer/awesome-finder,False
Seashells,https://github.com/anishathalye/seashells,False
movie,https://github.com/mayankchd/movie,False
diff2html-cli,https://github.com/rtfpessoa/diff2html-cli,False
HTTPie,https://github.com/jkbrzt/httpie,False
Discharge,https://github.com/brandonweiss/discharge,False
Reachable,https://github.com/italolelis/reachable,False
cash-cli,https://github.com/xxczaki/cash-cli,False
DeckTape,https://github.com/astefanutti/decktape,False
ipfs-deploy,https://github.com/agentofuser/ipfs-deploy,False
doing,https://github.com/ttscoff/doing/,False
underscore-cli,https://github.com/ddopson/underscore-cli,False
Chokidar CLI,https://github.com/open-cli-tools/chokidar-cli,False
ffsend,https://github.com/timvisee/ffsend,False
GROQ,https://github.com/sanity-io/groq-cli,False
Wat,https://github.com/dthree/wat,False
cambd-cli,https://github.com/rocktimsaikia/cambd-cli,False
zeitkatze,https://github.com/leonmavr/zeitkatze,False
Words,https://github.com/ludovicianul/words,False
Go-L,https://github.com/Jeadie/Go-L,False
ttyscheme,https://github.com/kolunmi/ttyscheme,False
tweets,https://github.com/diracdeltas/tweets,False
hiSHtory,https://github.com/ddworken/hishtory,False
habitmap,https://github.com/shuu-wasseo/habitmap,False
sauce,https://github.com/cadecuddy/sauce,False
Soul,https://github.com/thevahidal/soul,False
hardv,https://github.com/dongyx/hardv,False
zfxtop,https://github.com/ssleert/zfxtop,False
Binary Clock,https://github.com/tom-on-the-internet/binary-clock,False
cli-tools-info,https://github.com/Lilja/cli-info,False
Nap,https://github.com/maaslalani/nap,False
ttchat,https://github.com/atye/ttchat,False
teetail,https://github.com/sl236/teetail,False
starfetch,https://github.com/Haruno19/starfetch,False
xpe,https://github.com/charmparticle/xpe,False
fmake,https://github.com/bharatvaj/fmake,False
caldr,https://github.com/mrusme/caldr,False
MUC,https://github.com/nate-sys/muc,False
pup,https://github.com/ericchiang/pup,False
peroutine,https://github.com/UlyssesZh/peroutine,False
sshto,https://github.com/vaniacer/sshto,False
PaperAge,https://github.com/matiaskorhonen/paper-age,False
Autocomplete,https://github.com/withfig/autocomplete,False
Clipboard,https://github.com/Slackadays/Clipboard,False
chatgpt,https://github.com/mglantz/chatgpt,False
Calcure,https://github.com/anufrievroman/calcure,False
Canto Curses,https://github.com/themoken/canto-curses,False
rReader,https://github.com/rainygirl/rreader,False
rss-cli,https://github.com/Clortox/rss-cli,False
pgen,https://github.com/ctsrc/Pgen,False
keydex,https://github.com/shikaan/keydex,False
Keep,https://github.com/keephq/keep,False
lotc,https://github.com/ranelpadon/lord-of-the-clips/,False
cTune,https://github.com/An7ar35/ctune,False
enc,https://github.com/life4/enc,False
NoteSH,https://github.com/Cvaniak/NoteSH,False
ata,https://github.com/rikhuijzer/ata,False
erdtree,https://github.com/solidiquis/erdtree,False
Solitaire TUI,https://github.com/brianstrauch/solitaire-tui,False
Programmer calculator,https://github.com/alt-romes/programmer-calculator,False
Musort,https://github.com/tdeerenberg/Musort,False
Russhian Roulette,https://github.com/cyradotpink/russhian-roulette,False
pyjokes,https://github.com/pyjokes/pyjokes,False
Pswd,https://github.com/Mandrew0822/pswd,False
PyRadio,https://github.com/coderholic/pyradio,False
cosh,https://github.com/tomhrr/cosh,False
sysm,https://github.com/jafarlihi/sysm,False
Mercator,https://github.com/mrusme/mercator,False
peaches,https://github.com/KCaverly/peaches,False
Maze Solver,https://github.com/Vlamonster/maze_solver_rust,False
Miller,https://github.com/johnkerl/miller,False
datasetGPT,https://github.com/radi-cho/datasetGPT,False
nvitop,https://github.com/XuehaiPan/nvitop,False
guesswidth,https://github.com/noborus/guesswidth,False
mdt,https://github.com/basilioss/mdt,False
pickaxe,https://github.com/mdom/pickaxe,False
Python re(gex)? exercises,https://github.com/learnbyexample/TUI-apps/tree/main/PyRegexExercises,False
Himalaya,https://github.com/soywod/himalaya,False
Dooit,https://github.com/kraanzu/dooit,False
Commandpilot,https://github.com/barthr/commandpilot,False
AI,https://github.com/nitefood/ai-bash-gpt,False
feroxbuster,https://github.com/epi052/feroxbuster,False
ugrep,https://github.com/Genivia/ugrep,False
BadaBoomBooks,https://github.com/WirlyWirly/BadaBoomBooks,False
py_flashcards,https://github.com/M4THYOU/py_flashcards,False
moove,https://github.com/urin/moove,False
Reptyl,https://github.com/0ut0flin3/Reptyl,False
Tunnelmole,https://github.com/robbie-cahill/tunnelmole-client,False
shmenu,https://github.com/duclos-cavalcanti/shmenu,False
Fastfetch,https://github.com/LinusDierheimer/fastfetch,False
pa,https://github.com/biox/pa,False
nom,https://github.com/guyfedwards/nom,False
VE,,False
just,https://github.com/casey/just,False
TUIFI Manager,https://github.com/GiorgosXou/TUIFIManager,False
ttop,https://github.com/inv2004/ttop,False
Yark,https://github.com/Owez/yark,False
ttyd,https://github.com/tsl0922/ttyd,False
mmv-c,https://github.com/mcauley-penney/mmv-c,False
avail,https://github.com/mufeez-amjad/avail,False
thread-safe,https://github.com/dkaslovsky/thread-safe,False
hflow,https://github.com/comradequinn/hflow,False
Clipsync,https://github.com/marcopaganini/clipsync,False
pbproxy,https://github.com/nikvdp/pbproxy,False
LundukeHoliday,https://github.com/BryanLunduke/LundukeHoliday,False
git-cliff,https://github.com/orhun/git-cliff,False
gpt-do,https://github.com/yasyf/gpt-do,False
aido-cli,https://github.com/kris7ian/aido-cli,False
rmw,https://github.com/theimpossibleastronaut/rmw/,False
cligpt,https://github.com/paij0se/cligpt,False
VocabCLI,https://github.com/HighnessAtharva/VocabCLI,False
Textual Markdown Browser,https://github.com/willmcgugan/textual-markdown,False
rclone-tui,https://github.com/darkhz/rclone-tui,False
mpvc,https://github.com/gmt4/mpvc/,False
ctree,https://github.com/gleich/ctree,False
ramfetch,https://codeberg.org/o69mar/ramfetch,False
mat2,https://0xacab.org/jvoisin/mat2,False
Dext,https://github.com/AfzGit/dext,False
upnup,https://github.com/tomit4/upnup,False
kabmat,https://github.com/PlankCipher/kabmat,False
OAuth2c,https://github.com/cloudentity/oauth2c,False
D2,https://github.com/terrastruct/d2,False
feuille,https://basedwa.re/tmtt/feuille,False
